drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
TROPICAMIDE,3,"PRODUCT USED FOR UNKNOWN INDICATION, MYDRIASIS",0.0,5.539283397678265e-07
METOPROLOL SUCCINATE EXTENDED-RELEASE,3,MYOCARDIAL INFARCTION,0.0,5.539283397678265e-07
MAGNESIUM GLUCONATE,3,TRANSPLANT,0.0,5.539283397678265e-07
SORILUX,3,PSORIASIS,0.0,5.539283397678265e-07
CIPROXINA,3,,1.0,5.539283397678265e-07
CISPLATINUM,3,NON-SMALL CELL LUNG CANCER,0.0,5.539283397678265e-07
BENAZEPRIL (BENAZEPRIL-BENAZEPRIL HYDROCHLORIDE),3,HYPERTENSION,0.0,5.539283397678265e-07
AZOPT 1 % OPHTHLAMIC SUSPENSION (AZOPT 1 %),3,,0.0,5.539283397678265e-07
FUROSEMIDE SODIUM\SPIRONOLACTONE,3,OEDEMA PERIPHERAL,0.0,5.539283397678265e-07
BACTINE,3,PRODUCT USED FOR UNKNOWN INDICATION,0.0,5.539283397678265e-07
BAXTER SOLU??O DE RINGER COM LACTATO,3,DRUG USE FOR UNKNOWN INDICATION,0.0,5.539283397678265e-07
PENICILLIN,3,,0.0,5.539283397678265e-07
PENICILLIN NOS,3,,0.0,5.539283397678265e-07
PENNSAID 1.5% MALLINCKRODT,3,MUSCLE STRAIN,0.0,5.539283397678265e-07
DILTIAZEM ER,3,,0.0,5.539283397678265e-07
DIMENHYDRINATE,3,,0.0,5.539283397678265e-07
CANESTEN INTERNAL CREAM / CANESTEN 10% VC,3,VULVOVAGINAL CANDIDIASIS,0.0,5.539283397678265e-07
ALTRULINE,3,DEPRESSION,0.6666666666666666,5.539283397678265e-07
AMITIZA (LUBIPROSTONE),3,CONSTIPATION,0.0,5.539283397678265e-07
AMLODIPINA MYLAN,3,HYPERTENSION,0.0,5.539283397678265e-07
"AMLODIPINE BESILATE, BENAZEPRIL HCL",3,BLOOD PRESSURE HIGH,0.0,5.539283397678265e-07
KETOROLEC/TORADOL,3,PAIN,0.0,5.539283397678265e-07
NARATRIPTAN HYDROCHLORIDE,3,,0.0,5.539283397678265e-07
NATURAL ADVANTAGE SPF 15 ALL DAY MOISTURE WITH AHAS,3,,0.0,5.539283397678265e-07
LAPATINIB TABLET (LAPATINIB),3,CHORDOMA,0.0,5.539283397678265e-07
"NAPROXEN (WATSON LABORATORIES) (NAPROXEN) UNK, UNKUNK",3,GOUT,0.0,5.539283397678265e-07
NEUTROGENA AGE DEFENSE ANTI OXIDANT DAILY MOISTURIZER SPF20,3,PROPHYLAXIS AGAINST SOLAR RADIATION,0.0,5.539283397678265e-07
VITAFUSSION PRENATAL QUMMINES,3,,0.0,5.539283397678265e-07
"DOXAZOSIN 4MG PFIZER, INC",3,BLOOD PRESSURE HIGH,0.0,5.539283397678265e-07
DIPHENHYDRAMINE 25MG,3,FLU VACCINATION,0.0,5.539283397678265e-07
NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,3,DACRYOSTENOSIS ACQUIRED,0.0,5.539283397678265e-07
TARCEVA (ERLOTINIB),3,,0.0,5.539283397678265e-07
CEENU,3,NEOPLASM,0.6666666666666666,5.539283397678265e-07
CARBIDOPA/LEVODOPA 25-100MG SUN PHARMACEUTICAL,3,PARKINSON'S DISEASE,0.0,5.539283397678265e-07
DIANEAL PD4 LOW CALCIUM WITH 1.5% DEXTROSE,3,"AUTOMATED PERITONEAL DIALYSIS, END STAGE RENAL DISEASE (ESRD)",0.6666666666666666,5.539283397678265e-07
DIANEAL W/ DEXTROSE 1.5%,3,"CONTINUOUS AMBULATORY PERITONEAL DIALYSIS, RENAL FAILURE CHRONIC",0.3333333333333333,5.539283397678265e-07
DIAZAPAM 10 MG GEL,3,SEIZURES,0.0,5.539283397678265e-07
"KYPROLIS (CARFILZOMIB) (15 MILLIGRAM(S)/SQ.METER, INJECTION FOR INFUSION) (CARFILZOMIB)",3,DRUG USE FOR UNKNOWN INDICATION,0.0,5.539283397678265e-07
SOLARCAINE COOL ALOE,3,SUNBURN,0.0,5.539283397678265e-07
SOLUMEDROL(METHYLPREDNISOLONE SODIUM SUCCINATE) INFUSION,3,COPD,0.0,5.539283397678265e-07
CLEAN & CLEAR BLACKHEAD ERASER SCRUB,3,,0.0,5.539283397678265e-07
CLENIL,3,ASTHMA,0.0,5.539283397678265e-07
ZOLPIDEM ZENTIVA,3,INSOMNIA,0.0,5.539283397678265e-07
ZOMETA  (ZOLEDRONATE) SOLUTION FOR INJECTION,3,"METASTASES TO BONE, PAIN, VOMITING",0.0,5.539283397678265e-07
MECLOZINE DIHYDROCHLORIDE,3,,0.0,5.539283397678265e-07
NECON 777,3,CONTRACEPTION,0.0,5.539283397678265e-07
ZIRTEK,2,HYPERSENSITIVITY,0.0,3.6928555984521763e-07
ZIDOVUDINE / LAMIVUDINE,2,PROPHYLAXIS AGAINST HIV INFECTION,0.0,3.6928555984521763e-07
A AND D FIRST AID,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
A MULSION,2,,0.0,3.6928555984521763e-07
ABBOKINASE,2,CORONARY ARTERY OCCLUSION,1.0,3.6928555984521763e-07
ZYRTEC CETIRIZINE HCL,2,,0.0,3.6928555984521763e-07
ACTIVELLE,2,HORMONE REPLACEMENT THERAPY,0.0,3.6928555984521763e-07
ACTIVELLA ESTRADIOL AND NORETHINDRONE 0.5/0.1,2,,0.0,3.6928555984521763e-07
ACICLOVIR-RATIOPHARM,2,,0.0,3.6928555984521763e-07
METFORMIN HCL EXTENDED-RELEASE TABLETS,2,DIABETES MELLITUS,0.0,3.6928555984521763e-07
ACETYLCSTEINE ACETYLCYSTEINE,2,,0.0,3.6928555984521763e-07
MECLOFENAMATE SODIUM,2,ADHESIVE CAPSULITIS,0.0,3.6928555984521763e-07
"ACTONEL (RISEDRONATE SODIUM) TABLET, 5MG",2,OSTEOPOROSIS,0.0,3.6928555984521763e-07
ACTOS OD,2,DIABETES MELLITUS,0.0,3.6928555984521763e-07
M-ZOLE 3 COMBI PACK,2,YEAST INFECTION,0.0,3.6928555984521763e-07
M-ZOLE 3 COMBINATION PACK,2,,0.0,3.6928555984521763e-07
LOTRIMIN,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
LOTRIMIN AF LIQUID SPRAY,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
LOTRIMIN AF SPRAY POWDER,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
"MINOXIDIL TOPICAL SOLUTION USP, 5% (EXTRA STRENGTH FOR MEN) (ALPHARMA)",2,,0.0,3.6928555984521763e-07
LITHIUM CARBONATE ER,2,,0.0,3.6928555984521763e-07
LYMPHAZURIN,2,,0.0,3.6928555984521763e-07
LORYNA,2,"BIRTH CONTROL, PREMENSTRUAL SYNDROME",0.0,3.6928555984521763e-07
LOSARTAN 100UG,2,HYPERTENSION,0.0,3.6928555984521763e-07
LOTENSIN (LOTENSIN) (NOT SPECIFIED),2,PROTEIN URINE,0.0,3.6928555984521763e-07
LOTEPREDNOL ETABONATE,2,ECZEMA EYELIDS,0.0,3.6928555984521763e-07
MINOCYCLINE 100 MG,2,SKIN INFECTION,0.0,3.6928555984521763e-07
STELARA 45 MG SUB Q FOR 1 INJECTION JANSSEN,2,PSORIASIS,0.0,3.6928555984521763e-07
STERLARA,2,PSORIASIS,0.0,3.6928555984521763e-07
CHLORAPREP WITH TINT,2,"PREOPERATIVE CARE, THERAPEUTIC SKIN CARE TOPICAL",0.0,3.6928555984521763e-07
CONTAC,2,COLD,0.0,3.6928555984521763e-07
COPAXONE 20 MGM - MFR. TEVA,2,MS,0.0,3.6928555984521763e-07
SHEER COVER MINERAL FOUNDATION SPF-15,2,,0.0,3.6928555984521763e-07
SHEER COVER MINERAL FOUNDATION SPF-15 BISQUE,2,,0.0,3.6928555984521763e-07
SHEER COVER NOURISHING MOISTURIZER SPF 15,2,,0.0,3.6928555984521763e-07
SIMILASAN FOR INFLAMMATION OF THE MOUTH AND THROAT,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
CODYCYCLINE,2,,0.0,3.6928555984521763e-07
COMPARATOR PACLITAXEL,2,BREAST CANCER METASTATIC,0.0,3.6928555984521763e-07
SINGULAIR 5 MG GENERIC,2,ALLERGIC RHINITIS,0.0,3.6928555984521763e-07
CLOTRIMAZOLE TROCHE (CLOTRIMAZOLE LOZENGE),2,TONGUE COATED,0.0,3.6928555984521763e-07
CONCERTA N/A,2,ADHD,0.0,3.6928555984521763e-07
CONSTAN,2,,0.0,3.6928555984521763e-07
CITALOPRAM 10 MG,2,DEPRESSION,0.0,3.6928555984521763e-07
CITALOPRAM 10 MG UNKNOWN,2,DEPRESSION,0.0,3.6928555984521763e-07
CITALOPRAM 20MG DR REDDYS,2,POST-TRAUMATIC STRESS DISORDER,0.0,3.6928555984521763e-07
SOTALOL HCL TABS,2,,0.0,3.6928555984521763e-07
COLGATE MAX FRESH COOL MINT,2,DENTAL CARIES,0.0,3.6928555984521763e-07
SEPTOCAINE WITH EPINEPHRINE,2,ANESTHESIA LOCAL,0.0,3.6928555984521763e-07
SEROQUEL DEPOT,2,,0.0,3.6928555984521763e-07
CORIFACT,2,,1.0,3.6928555984521763e-07
COSOPT OPHTHALMIC SOLUTION,2,"GLAUCOMA, DIABETES MELLITUS",0.0,3.6928555984521763e-07
SELOPRESS ZOK,2,HYPERTENSION,0.0,3.6928555984521763e-07
SENNOSIDES,2,CONSTIPATION,0.0,3.6928555984521763e-07
SENSORCAINE MPF,2,,0.0,3.6928555984521763e-07
COPPERTONE SPORT SPF 90,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE SPORT SUNSCREEN FACES SPF 50,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
SERETIDE ACCUHALER,2,ASTHMA,0.0,3.6928555984521763e-07
CHLORASEPTIC SORE THROAT CHERRY,2,EX-TOBACCO USER,0.0,3.6928555984521763e-07
CHLOROXYLENOL,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE OIL FREE LOTION,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE SKIN SELECTS SENSITIVE SPF 15,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE SPORT CONTINUOUS SPRAY SPF 100+,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE SPORT PRO SERIES SPF 30,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE SPORT SPF 30 SPRAY,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
AETHOXYSKLEROL,2,ESOPHAGEAL VARICES,0.0,3.6928555984521763e-07
AFINITOR 2.5 MG NOVARTIS,2,,0.0,3.6928555984521763e-07
AFRIN NO DRIP EXTRA MOISTURIZING NASAL SPRAY,2,NASAL CONGESTION,0.0,3.6928555984521763e-07
Z-PACK-ZITHROM,2,UPPER RESPIRATORY TRACT INFECTION,0.5,3.6928555984521763e-07
ZAFIRLUKAST,2,SEASONAL ALLERGY,0.0,3.6928555984521763e-07
ZEGERID,2,"PRODUCT USED FOR UNKNOWN INDICATION, ANXIETY",0.0,3.6928555984521763e-07
LOPRESOR,2,,0.0,3.6928555984521763e-07
LISINOPRIL HCTZ,2,,0.0,3.6928555984521763e-07
ALCOHOL,2,THERAPEUTIC SKIN CARE TOPICAL,0.0,3.6928555984521763e-07
ADVIL EXTRA STRENGTH,2,,0.0,3.6928555984521763e-07
MONTELUKAST 4 MG CHEWABLE ?,2,ASTHMA,0.0,3.6928555984521763e-07
LIPODOX 50,2,OVARIAN CANCER,0.0,3.6928555984521763e-07
LIXIDOL,2,RENAL COLIC,0.0,3.6928555984521763e-07
LODOTRA,2,RHEUMATOID ARTHRITIS,0.0,3.6928555984521763e-07
LISTERINE WHITENING,2,DENTAL CARE,0.0,3.6928555984521763e-07
MONISTAT 3 COMBINATION PACK TRIPLE ACTION,2,YEAST INFECTION,0.0,3.6928555984521763e-07
MONOKET,2,HYPERTENSION,0.0,3.6928555984521763e-07
CORDRAN,2,,0.0,3.6928555984521763e-07
CORICIDIN HBP,2,NASOPHARYNGITIS,0.0,3.6928555984521763e-07
CHLOR-TRIMETON 12 HOUR,2,SLEEP DISORDER,0.0,3.6928555984521763e-07
SULTANOL,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
SUMATRIPTAN NASAL SPRAY,2,MIGRAINE,0.0,3.6928555984521763e-07
CREST PRO-HEALTH COMPLETE (CLEAN MINT),2,DENTAL CARE,0.0,3.6928555984521763e-07
SANDOZ FENTANYL MATRIX TRANSDERM SYSTEM,2,CANCER PAIN,0.0,3.6928555984521763e-07
SCOPODERM,2,SALIVARY HYPERSECRETION,0.0,3.6928555984521763e-07
COPPERTONE WATER BABIES SUNSCREEN STICK SPF-55,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
COPPERTONE WET N CLEAR SPF-45+,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
CHILDREN'S BENADRYL,2,HYPERSENSITIVITY,0.0,3.6928555984521763e-07
"COZAAR 50 MG, COMPRIM? PELLICUL?",2,HYPERTENSION,0.0,3.6928555984521763e-07
COZAAR TABLET (LOSARTAN POTASSIUM),2,HYPERTENSION,0.0,3.6928555984521763e-07
CRAVIT,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
CREST COMPLETE MULTI-BENEFIT PLUS SCOPE,2,DENTAL CARE,0.0,3.6928555984521763e-07
SUBLINOX (ZOLPIDEM),2,,1.0,3.6928555984521763e-07
"SUBSYS (FENTANYL SUBLINGUAL SPRAY) 200MCG, INSYS THERAPEUTICS",2,"CANCER PAIN, METASTATIC BREAST CANCER",1.0,3.6928555984521763e-07
CHAPSTICK LIPMOISTURIZER,2,,0.0,3.6928555984521763e-07
"XYREM (500 MILLIGRAM/MILLILITERS, SOLUTION ) (SODIUM OXYBATE)",2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
ALBENDAZOLE/ALBENZA 200MG,2,ENTEROBIUS VERMICULARIS INFECTION,0.0,3.6928555984521763e-07
ALBUMINAR,2,,0.5,3.6928555984521763e-07
LIDODERM (5 PCT),2,HIV INFECTION,0.0,3.6928555984521763e-07
ALESSE 28,2,EPILEPSY,0.0,3.6928555984521763e-07
ALEVE-D SINUS & COLD,2,SINUS PRESSURE,0.0,3.6928555984521763e-07
"XYPREM (500 MILLIGRAM/MILLILITERS, SOLUTION) (SODIUM OXYBATE)",2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
MORPHINE SULFATE CR TABLET,2,CANCER PAIN,0.0,3.6928555984521763e-07
MORPHINE SULFATE EXTENDED RELEASE,2,,0.0,3.6928555984521763e-07
MORRHUATE SODIUM,2,SCLEROTHERAPY,0.0,3.6928555984521763e-07
LIDOCAINE HYDROCHLORIDE AND DEXTROSE,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
ALENDRON-HEXAL,2,OSTEOPOROSIS,0.0,3.6928555984521763e-07
ALENDRONAT,2,OSTEOPOROSIS,0.0,3.6928555984521763e-07
ALENDRONATE SODIUM (+) CHOLECALCIFEROL,2,,0.0,3.6928555984521763e-07
ALESION,2,URTICARIA,0.0,3.6928555984521763e-07
LISINOPIRIL 20MG,2,,0.0,3.6928555984521763e-07
LISINOPRIL (WATSON LABORATORIES),2,"HYPERTENSION, ANAEMIA",0.0,3.6928555984521763e-07
LISINOPRIL + HYDROCHLOROTHIAZIDE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
LISINOPRIL 10MG LUPIN,2,BLOOD PRESSURE HIGH,0.0,3.6928555984521763e-07
DAKIN'S SOLUTION 0.25% CENTURY PHARMACEUTICALS,2,INFECTION PROPHYLAXIS,0.0,3.6928555984521763e-07
DAKTACORT,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
DAPSONE 25 MG,2,PNEUMOCYSTIS CARINII PROPHYLAXIS,0.0,3.6928555984521763e-07
"ROTATEQ, 1 DOSE, MERCK",2,ANTIVIRAL PROPHYLAXIS,0.0,3.6928555984521763e-07
ROXANOL,2,,0.0,3.6928555984521763e-07
SANCUSO,2,PROPHYLAXIS OF NAUSEA AND VOMITING,0.0,3.6928555984521763e-07
DELESTROGEN,2,HORMONE THERAPY,0.0,3.6928555984521763e-07
DELFLEX WITH DEXTROSE 1.5%,2,RENAL FAILURE,1.0,3.6928555984521763e-07
DELFLEX WITH DEXTROSE 2.5%,2,RENAL FAILURE,1.0,3.6928555984521763e-07
DELFLEX WITH DEXTROSE 4.25%,2,,1.0,3.6928555984521763e-07
DABIGATRAN 150MG BOEHRINGER INGELHEIM,2,ATRIAL FIBRILLATION,0.0,3.6928555984521763e-07
CVS CLEANSING EYELID WIPES CVS,2,,0.0,3.6928555984521763e-07
CVS NASAL SPRAY,2,,0.0,3.6928555984521763e-07
CYCLOKAPRON,2,TUMOR HEMORRHAGE,1.0,3.6928555984521763e-07
CYCLOMYDRIL,2,,0.0,3.6928555984521763e-07
SALBUTAMOL SULPHATE TABLET (GENERIC) (ALBUTEROL SULFATE),2,,0.0,3.6928555984521763e-07
SALMETEROL,2,ASTHMA,0.0,3.6928555984521763e-07
CETRIZINE,2,MULTIPLE ALLERGIES,0.0,3.6928555984521763e-07
CYMBALTA 60MG LILLY,2,"DEPRESSION, PAIN",0.0,3.6928555984521763e-07
CYPROHEPTADINE,2,HEADACHE,0.0,3.6928555984521763e-07
XGEVA AMGEN,2,"OSTEOPOROSIS, PROPHYLAXIS",0.0,3.6928555984521763e-07
XYLOCAINE INJECTION,2,LOCAL ANAESTHESIA,0.0,3.6928555984521763e-07
XYLOCAINE MPF,2,,0.0,3.6928555984521763e-07
LIDOCAINE AND PRILOCAINE,2,,0.0,3.6928555984521763e-07
ALKA-SELTZER PLUS COLD AND COUGH,2,SINUS CONGESTION,0.0,3.6928555984521763e-07
ALKA-SELTZER PLUS DAY AND NIGHT MULTI-SYMPTOM COLD AND FLU FORMULA,2,NASOPHARYNGITIS,0.0,3.6928555984521763e-07
ALKA-SELTZER PLUS DAY COLD,2,"NASAL CONGESTION, HEADACHE",0.0,3.6928555984521763e-07
LINAGLIPITIN,2,,0.0,3.6928555984521763e-07
LINAGLIPTIN,2,"DIABETES MELLITUS, HYPOTHYROIDISM",0.0,3.6928555984521763e-07
MS CONTIN CR,2,,0.0,3.6928555984521763e-07
MUCINEX FAST MAX ADULT COLD & SINUS (ACETAMINOPHEN),2,"PRODUCT USED FOR UNKNOWN INDICATION, CONVULSION",0.0,3.6928555984521763e-07
MUCINEX FAST MAX CAPLETS COLD & SINUS,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
ALPRAZOLAM 0.5MG SUN PHARMA,2,ANXIETY,0.0,3.6928555984521763e-07
WINTOMYLON,2,MATERNAL DRUG EXPOSURE,0.0,3.6928555984521763e-07
XARELTO 15 MG JANSSEN,2,"PROPHYLAXIS, STROKE",0.0,3.6928555984521763e-07
ALISKIREN HEMIFUMARATE\HYDROCHLOROTHIAZIDE,2,,1.0,3.6928555984521763e-07
ALKA SELTZER,2,RESPIRATORY TRACT CONGESTION,0.0,3.6928555984521763e-07
DEX4 15GRAMS PERRIGO,2,DIABETES,0.0,3.6928555984521763e-07
DEXACORTAL,2,LEUKAEMIA,1.0,3.6928555984521763e-07
DEXAMETHASONE PHOSPHATE,2,MULTIPLE MYELOMA,0.0,3.6928555984521763e-07
DEXAMETHASONE\NEOMYCIN\POLYMYXIN B SULFATE,2,,0.0,3.6928555984521763e-07
DEPO-PROGEVERA,2,CONTRACEPTION,0.0,3.6928555984521763e-07
"DEPO-PROVERA, 150 MG",2,,0.0,3.6928555984521763e-07
DEPACON,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
DEPAKOTE SA 500MG,2,PSYCHOSIS,0.0,3.6928555984521763e-07
ROBAFEN AC,2,COUGH,0.0,3.6928555984521763e-07
DEXTROAMPHETAMINE/SULFATE 10 MG ACTAVIS,2,ATTENTION DEFICIT DISORDER,0.0,3.6928555984521763e-07
DIACORT,2,PRURITUS,0.0,3.6928555984521763e-07
DESOXIMETASONE,2,,0.0,3.6928555984521763e-07
CEFAZOLINA,2,PROPHYLAXIS,0.0,3.6928555984521763e-07
CEFAZOLIN\DEXTROSE,2,,0.0,3.6928555984521763e-07
DEPOMEDROL,2,BURSITIS,0.0,3.6928555984521763e-07
DESITIN RAPID RELIEF CREAMY DIAPER RASH,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
"CEFTRIAXONE INJECTION, USP (IN DEXTROSE)",2,"COMMUNITY ACQUIRED PNEUMONIA, DRUG USE FOR UNKNOWN INDICATION",1.0,3.6928555984521763e-07
CEFUROXIM AXETIL,2,"PNEUMONIA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
CENTRUM VITAMINS LIQUID,2,VITAMIN SUPPLEMENTATION,0.0,3.6928555984521763e-07
CEP 701,2,,0.0,3.6928555984521763e-07
SYMBICORT TURBOHALER,2,ASTHMA,0.0,3.6928555984521763e-07
RIBAVARIN,2,,0.0,3.6928555984521763e-07
RIBAVIRIN (WARRICK),2,"HEPATITIS C, PROPHYLAXIS",0.0,3.6928555984521763e-07
"CARBOPLATIN (WATSON LABORATORIES) (CARBOPLATIN) UNK, UNKUNK",2,OVARIAN ADENOCARCINOMA,0.0,3.6928555984521763e-07
DEXTROAMPHETAMINE 5 MG PILLS SAY 952 5 AND B OTHER SIDE,2,,0.0,3.6928555984521763e-07
DIENOGEST,2,OVARIAN CYST,0.0,3.6928555984521763e-07
DIGOXIN 0.125 MG,2,ATRIAL FIBRILLATION,0.0,3.6928555984521763e-07
DIGOXIN DIGOXIN,2,,0.0,3.6928555984521763e-07
DILACOR XR,2,ATRIAL FLUTTER,0.0,3.6928555984521763e-07
DILANTIN UNKNOWN,2,SEIZURES,0.0,3.6928555984521763e-07
CEDAX (CEFTIBUTEN) CAPSULE,2,URINARY TRACT INFECTION,0.0,3.6928555984521763e-07
RISPERIDAL,2,PRODUCT USED FOR UNKNOWN INDICATION,1.0,3.6928555984521763e-07
CEFOTETAN,2,PROPHYLAXIS,0.0,3.6928555984521763e-07
CEFTAROLINE FOSAMIL,2,CELLULITIS,0.0,3.6928555984521763e-07
TACROLIMUS SANDOZ,2,HEART TRANSPLANT,0.0,3.6928555984521763e-07
TAMIFLU FOR ORAL SUSPENSION 6MG/ML GENENTECH,2,FLU,0.0,3.6928555984521763e-07
CARTIA XT,2,HYPERTENSION,0.0,3.6928555984521763e-07
LIDOCAINE HCL WITH EPINEPHRINE,2,"FACE LIFT, NECK LIFT",0.0,3.6928555984521763e-07
MUCOSIL-10,2,YEAST INFECTION,0.0,3.6928555984521763e-07
MYOBLOC,2,DYSTONIA,1.0,3.6928555984521763e-07
MYRBETRIG 25MG ASTELLAS,2,OVERACTIVE BLADDER,0.0,3.6928555984521763e-07
NABUMETONE,2,,0.0,3.6928555984521763e-07
NASACORT,2,SINUS DISORDER NOS,0.0,3.6928555984521763e-07
NASALCROM,2,MULTIPLE ALLERGIES,0.0,3.6928555984521763e-07
NATURE RELIEF INSTANT WART AND MOLE REMOVER,2,MOLE OF SKIN,0.0,3.6928555984521763e-07
L-THYROX 50,2,BIPOLAR DISORDER,0.0,3.6928555984521763e-07
VYVANSE 20 MG SHIRE LLC,2,ADHD,0.0,3.6928555984521763e-07
LAMOTRIGINE 100 MG TEVA,2,SEIZURE,0.0,3.6928555984521763e-07
LANTHANUM,2,BLOOD PHOSPHORUS INCREASED,0.0,3.6928555984521763e-07
AMLODIPINE AND VALSARTAN,2,BLOOD PRESSURE,0.0,3.6928555984521763e-07
ALSUMA,2,CLUSTER HEADACHE,0.0,3.6928555984521763e-07
ALTABAX,2,"OPEN WOUND, DIABETES MELLITUS",0.0,3.6928555984521763e-07
"ALTERIL MAXIMUM STRENGTH 2 TABLETS BIOTAB NUTRACEUTICALS,",2,SLEEP DISORDER THERAPY,0.0,3.6928555984521763e-07
AMILORIDE,2,BLOOD PRESSURE HIGH,0.0,3.6928555984521763e-07
AMINOPHYLLINE SANDOZ,2,,0.0,3.6928555984521763e-07
VOLTRAL,2,CIRCUMCISION,0.0,3.6928555984521763e-07
LAMISIL AT JOCK ITCH,2,SKIN EXFOLIATION,0.0,3.6928555984521763e-07
NEOMYCIN W/ POLYMYCIN B/ HYDROCORTISONE,2,,0.0,3.6928555984521763e-07
NEUTROGENA OIL-FREE ACNE WASH CLEAR SKIN WIPES,2,ACNE,0.0,3.6928555984521763e-07
NEUTROGENA SPECTRUM PLUS ADVANCED SUNBLOCK SPF 100 PLUS HELIOPLEX 360,2,PREVENTION,0.0,3.6928555984521763e-07
NEXIUM IV,2,,0.0,3.6928555984521763e-07
KEFZOL,2,"BRONCHITIS, ENDOCARDITIS",0.0,3.6928555984521763e-07
KENACORT RETARD 80 INJ,2,,0.0,3.6928555984521763e-07
KENALOG-10 INJ,2,,0.0,3.6928555984521763e-07
AMIODARON HCL,2,PROPHYLAXIS,0.0,3.6928555984521763e-07
AMIODARONE 200MG,2,HYPERTENSION,0.0,3.6928555984521763e-07
KLACID FORTE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
DIPROLENE,2,,0.0,3.6928555984521763e-07
DIPROLENE AF,2,RASH,0.0,3.6928555984521763e-07
DIUREX ULTRA,2,FLUID RETENTION,0.0,3.6928555984521763e-07
DIVALPROEX SODIUM DELAYED RELEASE CAPSULES 125 MG (SPRINKLES) (VALPROATE SEMISODIUM),2,SEIZURES,0.0,3.6928555984521763e-07
DOBUTAMINE  HYDROCHLORIDE,2,"STRESS ECHOCARDIOGRAPHY, INTENTIONAL USE FOR UNLABELED INDICATION",0.0,3.6928555984521763e-07
DORZOLAMIDE HCL AND TIMOLOL MALEATE,2,INTRAOCULAR PRESSURE INCREASED,0.0,3.6928555984521763e-07
DORZOLAMIDE HYDROCHLORIDE-TIMOLOL MALEATE OPHTHALMIC SOLUTION,2,,0.0,3.6928555984521763e-07
DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE,2,GLAUCOMA,0.0,3.6928555984521763e-07
RECOMBINANT HUMAN FOLLICLE-STIMULATING HORMONE (R-HFSH),2,INFERTILITY,0.0,3.6928555984521763e-07
DIOVAN 80 MG,2,BLOOD PRESSURE HIGH,0.0,3.6928555984521763e-07
DIOVAN HCTZ,2,HYPERTENSION,0.0,3.6928555984521763e-07
DIPHENHYDRAMIN,2,,0.0,3.6928555984521763e-07
REMODULIN  (INJECTION FOR INFUSION) (TREPROSTINIL SODIUM),2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
RETIN-A,2,,0.0,3.6928555984521763e-07
DICLOFENAC SODIUM AND MISOPROSTOL,2,,0.0,3.6928555984521763e-07
CARDIOASPIRINA,2,CEREBROVASCULAR ACCIDENT PROPHYLAXIS,0.0,3.6928555984521763e-07
CANESTEN V OVULOS,2,"DYSURIA, URINATION PAIN",0.0,3.6928555984521763e-07
CAPTOPRIL (UNKNOWN),2,HYPERTENSION,0.0,3.6928555984521763e-07
